_ID	PUZZLE	BEGIN	END	DURATION	TIME	PARENT	CHILD	PAGE
88	nf	703.74	707.05	3.31			why can't you just throw a water bottle over there?	
88	nf	707.175	708.875	1.7		well, you don't throw it, but,		
88	nf	709.735	710.605	0.87		alrighty		
88	nf	710.62	710.71	0.09	end nonfiction			
89	nf	3.94	3.98	0.04	nonfiction			cover
89	nf	6.45	8.23	1.78		when you look up at the moon		
89	nf	9.34	9.39	0.05	experimenter exit			
89	nf	12.865	12.875	0.01				page 1
89	nf	13.15	14.85	1.7		when you look up at the moon		
89	nf	16.2	17.83	1.63		do you wish you could visit it?		
89	nf	18.475	19.575	1.1		what do you see?		
89	nf	22.035	22.895	0.86			the moon	
89	nf	22.735	23.545	0.81		the moon		
89	nf	24.525	30.635	6.11		mmkay.		
89	nf	24.65	24.72	0.07				page 2
89	nf	31.79	34.84	3.05		nice glasses, do you see the mountains in the picture?		
89	nf	36.91	37.56	0.65		where are they?		
89	nf	37.665	38.425	0.76		there they are		
89	nf	39.035	40.545	1.51		you see how this is all flat?		
89	nf	40.72	42.37	1.65			mom, what is that noise?	
89	nf	42.455	43.775	1.32		it's the radiator		
89	nf	44.165	45.835	1.67		you know this part is all flat?		
89	nf	46.68	47.83	1.15			that one's not	
89	nf	47.865	50.875	3.01		well, except the rock, see around it? how it's all flat?		
89	nf	51.125	52.155	1.03			*noises*	
89	nf	51.2	52.79	1.59		it's called a plain		
89	nf	53.0	54.26	1.26			these are rocks	
89	nf	54.19	55.74	1.55		mm-hmm, but they're little rocks right?		
89	nf	55.84	55.97	0.13				page 3
89	nf	56.415	58.625	2.21			this one is big	
89	nf	58.7	67.38	8.68		you would also see big rings called craters, there would be rocks all around you. There's a big crater and here's a big crater. They're like big holes		
89	nf	62.36	62.95	0.59			*noises*	
89	nf	63.415	64.155	0.74			*noises*	
89	nf	67.415	68.615	1.2			a little crater	
89	nf	69.165	69.215	0.05				page 4
89	nf	69.33	71.64	2.31		since the moon has n-		
89	nf	71.795	73.945	2.15			When in there can I get one of those?	
89	nf	74.03	75.79	1.76		we have lots of those at home honey		
89	nf	75.81	77.52	1.71			but am I gonna get one of them?	
89	nf	77.62	78.45	0.83		I don't know		
89	nf	79.195	82.155	2.96			there's one for, for babies	
89	nf	82.165	82.995	0.83		mm-hmm		
89	nf	83.69	84.65	0.96		*noises*		
89	nf	85.07	85.89	0.82		what's this?		
89	nf	86.05	86.95	0.9			mmm	
89	nf	90.38	91.65	1.27		the moon		
89	nf	92.955	93.865	0.91			the moon	
89	nf	94.03	98.11	4.08		since the moon has no air or water, there are no plants or animals there		
89	nf	98.18	98.22	0.04				page 5
89	nf	98.4	103.75	5.35		has anybody ever visited the moon? Yes, twelve astronauts		
89	nf	104.175	107.985	3.81		mm-hmm		
89	nf	109.37	111.12	1.75		you know what an astronaut is?		
89	nf	111.155	111.695	0.54		He's got him like a soda or something, hmm	yes	
89	nf	112.025	112.865	0.84		what is it?		
89	nf	113.285	114.615	1.33			an alien	
89	nf	114.74	124.95	10.21		it's not an alien, it's someone who goes in a rocketship and the travel to the moon or in outer-space. They're scientists who go in spaceships		
89	nf	125.685	126.875	1.19			mmm	
89	nf	126.89	126.96	0.07				page 6
89	nf	126.895	130.445	3.55		these guys are astronauts, see their special suits?		
89	nf	129.17	130.89	1.72			astronauts	
89	nf	130.97	133.01	2.04		it keeps them safe		
89	nf	133.05	138.47	5.42		the first trip, by the astronauts, was in nineteen-sixty-nine and the last was in nineteen-seventy-two		
89	nf	139.7	139.81	0.11				page 7
89	nf	140.055	141.935	1.88		each time, two astronauts		
89	nf	141.735	144.065	2.33			'naut suit, an astronaut	
89	nf	143.68	153.2	9.52		mm-hmm.  Each time two astronauts stepped onto the moon's surface. Eee they've got this big backpack and helmet that helps them breathe? They've got lots of gadgets in here		
89	nf	153.22	154.1	0.88		special gloves		
89	nf	154.12	155.17	1.05			why?	
89	nf	155.05	155.19	0.14				page 8
89	nf	155.185	158.055	2.87		umm, so they can communicate with the space shuttle		
89	nf	158.56	160.36	1.8		and so that they can breathe		
89	nf	161.0	164.35	3.35		probably to measure the air that's around them		
89	nf	164.615	169.195	4.58		astronauts wore spacesuits. Spacesuits gave astronauts air to breathe		
89	nf	169.375	169.495	0.12				page 9
89	nf	169.86	176.17	6.31		astronauts could jump higher on the moon than they could on earth and they came down more slowly		
89	nf	176.35	177.75	1.4		do you jump up and down anywhere?		
89	nf	178.13	179.29	1.16		where do you jump?		
89	nf	180.21	181.57	1.36			outside	
89	nf	181.43	185.18	3.75		outside, and at jumpzone?		
89	nf	185.44	186.43	0.99		when you go up and-		
89	nf	185.735	187.275	1.54			and monkey joe's	
89	nf	187.045	189.695	2.65		and monkey joes. do you bounce up and down fast?		
89	nf	189.71	191.43	1.72		when you bounce up do you come right down?		
89	nf	191.49	192.24	0.75			yes	
89	nf	192.255	198.005	5.75		they went slowly. they jumped and came down like this, slowly		
89	nf	198.02	199.63	1.61		'cause there's not very much gravity		
89	nf	199.78	199.85	0.07				page 10
89	nf	200.0	204.86	4.86		from the moon the astronauts could see Earth. The Earth looked far away		
89	nf	205.015	205.785	0.77			the Earth	
89	nf	205.84	206.06	0.22		yep		
89	nf	206.19	206.24	0.05				page 11
89	nf	206.485	212.425	5.94		about every four weeks the moon travels around Earth. the sun shines on the moon and lights it up		
89	nf	212.995	213.055	0.06				page 12
89	nf	213.985	220.425	6.44		That's why you can see it. When you see it as a a bright circle, hold on, it's called a full moon		
89	nf	222.475	222.515	0.04				page 13
89	nf	222.825	227.115	4.29		some nights the moon is a half moon, because you can only see half of it right? 		
89	nf	227.71	227.77	0.06				page 14
89	nf	227.85	231.04	3.19		other nights the moon is a crescent moon. where is it?		
89	nf	231.275	236.995	5.72		right, you can only see this little corner of the moon, but the whole thing is there, we just can't see it		
89	nf	237.965	239.425	1.46			why?	
89	nf	239.865	244.675	4.81		because of the way the light is shining on it. the light is only shining on this part when it looks like that		
89	nf	244.835	246.215	1.38		the other part is hiding		
89	nf	246.478	246.598	0.12				page 15
89	nf	247.908	250.918	3.01		now that you know more about the moon, would you like to visit it?		
89	nf	252.443	253.813	1.37		would you like to visit the moon?		
89	nf	254.348	256.008	1.66		maybe someday you can		
89	nf	257.828	258.698	0.87		the end		
89	nf	258.723	258.843	0.12	end nonfiction			
89	f	288.63	291.12	2.49		alrighty what do you think this one's about?		
89	f	291.69	291.77	0.08				cover
89	f	292.915	294.125	1.21			hmm	
89	f	293.155	293.235	0.08	experimenter exit			
89	f	296.08	298.83	2.75		well look at it. look at the cover. What's it about?		
89	f	300.47	300.97	0.5			*noises*	
89	f	301.8	303.07	1.27			bears	
89	f	303.195	305.305	2.11		where, where does it look like he is?		
89	f	305.7	307.66	1.96			umm, alien	
89	f	307.855	308.965	1.11		he's on the 		
89	f	308.99	309.8	0.81			moon	
89	f	309.825	311.075	1.25		yes, how can you tell?		
89	f	312.18	313.58	1.4		see all the craters?		
89	f	313.73	315.22	1.49		and he's wearing a helmet		
89	f	315.955	316.795	0.84			a bowl	
89	f	316.85	316.9	0.05				page 1
89	f	316.965	320.395	3.43		mm-hmm. Can I go to the moon? asked Baby Bear.		
89	f	321.09	321.19	0.1				page 2
89	f	321.53	326.23	4.7		no, it's your bathtime, said Mrs. Bear, anyway, you'd have to find a rocket first.		
89	f	326.45	326.57	0.12				page 3
89	f	327.42	331.3	3.88		Baby bear found a rocket in the closet under the stairs.		
89	f	331.43	332.49	1.06		do you see one?		
89	f	333.34	335.0	1.66		I don't see it in that picture		
89	f	333.53	334.73	1.2			no	
89	f	335.28	335.36	0.08				page 4
89	f	337.04	341.06	4.02		he found- oh, he's pretending this is a rocket, see that?		
89	f	341.92	347.32	5.4		he found a space helmet in the kitchen and a pair of space boots by the front door		
89	f	347.47	349.92	2.45			those aren't space boots and that's not a helmet	
89	f	349.915	350.585	0.67		what is it?		
89	f	352.43	353.07	0.64			bowl	
89	f	353.23	353.99	0.76		bowl		
89	f	354.04	354.11	0.07				page 5
89	f	354.16	357.42	3.26		he packed his teddy bear and some food for the journey		
89	f	358.225	358.345	0.12				page 6
89	f	358.545	361.265	2.72		and he took off up the chimney		
89	f	361.465	363.135	1.67		*noises*		
89	f	364.155	364.265	0.11				page 7 
89	f	364.74	372.91	8.17		what a great rocket, said an owl flying past. would you care to accompany me to the moon asked Baby Bear? I would love to replied owl		
89	f	373.465	374.955	1.49		do owls fly to the moon?		
89	f	375.78	376.98	1.2		too far		
89	f	377.06	377.09	0.03				page 8
89	f	377.38	385.62	8.24		on and on they flew, up and up above the clouds, past millions of stars, until at last they landed on the moon		
89	f	385.64	386.69	1.05			moon	
89	f	387.025	387.175	0.15				page 9
89	f	387.18	399.71	12.53		There's nobody around here said Baby Bear. There are no trees, said the owl. It's kind of boring, said Baby Bear. What do you think about a picnic? Baby Bear asked. What a splendid idea said the owl.		
89	f	400.76	402.26	1.5		what are they having for their picnic?		
89	f	403.06	405.75	2.69			juice, cookies	
89	f	405.785	406.645	0.86		cookies?		
89	f	406.795	408.205	1.41			mustard	
89	f	408.28	410.15	1.87		mustard? Maybe it's honey		
89	f	410.265	411.515	1.25			honey	
89	f	411.52	412.82	1.3		apples		
89	f	413.485	413.775	0.29				page 10
89	f	414.16	418.11	3.95		we better go, said Baby Bear, because my bath must be ready by now		
89	f	418.14	424.43	6.29		off they went down and down. Before he flew away, he said, nice to meet you.		
89	f	424.66	424.79	0.13				page 11
89	f	424.91	429.67	4.76		home went Baby Bear, down the Chimney and onto the carpet with a bump *noises*		
89	f	431.12	431.28	0.16				page 12
89	f	431.44	433.87	2.43		Mrs Bear gasped as she came into the room		
89	f	434.055	436.105	2.05		how did you get so dirty? she asked		
89	f	436.29	437.03	0.74			chimney	
89	f	437.05	439.1	2.05		I found a rocket said Baby Bear		
89	f	439.2	439.33	0.13				page 13
89	f	439.565	442.695	3.13		I found a rocket said Baby Bear and then I flew to the moon		
89	f	442.795	445.985	3.19		oh my, what will you think of next!		
89	f	446.26	447.61	1.35		did he really go to the moon?		
89	f	447.765	448.505	0.74			no	
89	f	448.575	449.585	1.01		what happened		
89	f	449.7	453.12	3.42			he went to the on the move	
89	f	453.2	454.92	1.72		he went on the moon? did he really go on the moon		
89	f	455.24	456.21	0.97			no	
89	f	456.665	458.075	1.41		do you think he did something else?		
89	f	458.33	459.12	0.79			yes	
89	f	459.175	460.585	1.41		was he pretending?		
89	f	460.8	461.29	0.49			yes	
89	f	461.345	462.755	1.41		yes. ok		
89	f	463.16	464.34	1.18		done reading?		
89	f	464.42	464.56	0.14	end fiction			
90	f	18.115	19.245	1.13	fiction start			cover
90	f	27.87	28.82	0.95		Ooh.		
90	f	28.22	29.2	0.98	experimenter out			
90	f	29.195	31.605	2.41		Ok, let's read the title of the book.		
90	f	31.84	33.9	2.06		What's next Baby Bear!		
90	f	34.01	35.48	1.47		mmkay.		
90	f	35.655	37.635	1.98		She's the author, what does the author do?		
90	f	38.475	39.825	1.35			Write the words.	
90	f	39.79	42.8	3.01		And she's the illustrator. What do illustrators do?		
90	f	42.775	44.645	1.87			Draw the pictures.	
90	f	44.38	45.16	0.78				page 1
90	f	44.86	45.92	1.06		Draw the pictures.		
90	f	46.43	51.28	4.85		Can I go to the moon, asked Baby Bear. Where's the moon?		
90	f	50.95	52.07	1.12			Right there.	
90	f	51.58	52.81	1.23		Mmm.		
90	f	52.315	53.125	0.81				page 2
90	f	53.18	60.55	7.37		No, it's your bathtime said Mrs. Bear. Anyway, you'd have to find a rocket first.		
90	f	60.705	62.585	1.88		So what does Baby Bear want to do?		
90	f	62.545	66.445	3.9			Go to the moon. But he needs to build a rocket.	
90	f	65.985	70.335	4.35		He needs to build a rocket. But what did his mommy tell him he has to do first? It's time for what?		
90	f	69.76	70.8	1.04				page 3
90	f	70.48	71.84	1.36			Bathtime.	
90	f	71.33	72.24	0.91		Bathtime.		
90	f	72.335	76.785	4.45		Baby Bear found a rocket in the closet under the stairs.		
90	f	78.5	79.73	1.23		Can you turn the page?		
90	f	80.195	80.925	0.73			Yes.	
90	f	80.64	81.42	0.78		Ok.		
90	f	82.85	84.78	1.93		Scooch you over here a little more.		
90	f	84.445	85.315	0.87				page 4
90	f	85.26	91.47	6.21		He found a space helmet in the kitchen and a pair of boots by the front door.		
90	f	91.715	93.585	1.87		Where do you think he's getting dressed up to go?		
90	f	94.35	96.24	1.89			To the moon.	
90	f	95.385	96.975	1.59		To the moon.		
90	f	96.93	97.81	0.88				page 5
90	f	96.975	97.885	0.91		Yeah.		
90	f	98.13	101.81	3.68		He packed his teddy bear and some food for the journey.		
90	f	103.04	104.9	1.86		What kind of food is he getting?		
90	f	105.68	106.58	0.9			Aah	
90	f	107.0	109.58	2.58			two cans, a apple.	
90	f	109.54	111.045	1.505		Cans and a apple.		
90	f	111.045	112.645	1.6		And who else is going with him?		
90	f	112.805	115.355	2.55			I don't know let's go to the next page.	
90	f	114.7	115.31	0.61		mm-hmm		page 5
90	f	114.78	116.225	1.445		Let's turn to the next page.		
90	f	116.225	120.335	4.11		He's got him like a soda or something, hmm		
90	f	120.52	122.14	1.62		what is he inside of?		
90	f	122.17	123.73	1.56			The rocketship.	
90	f	123.22	125.44	2.22		The rocketship. And where is he going?		
90	f	125.7	127.62	1.92			To, to the moon.	
90	f	127.02	129.99	2.97		To the moon. Do you think he's really going to the moon for real?		
90	f	129.735	130.575	0.84			yes.	
90	f	130.375	130.945	0.57		Ok.		
90	f	131.31	132.16	0.85				page 7
90	f	132.285	142.415	10.13		What a great rocket, said an owl flying past. Would you care to accompany me to the moon, asked Baby Bear. I would love to, replied the owl.		
90	f	142.21	143.35	1.14				page 7
90	f	142.57	144.25	1.68		So who's going with him to the moon now/		
90	f	144.25	146.1	1.85			The the owl.	
90	f	145.985	146.905	0.92		The owl.		
90	f	146.935	148.78	1.845		On and on, oh no wait, can I read these words?		
90	f	148.78	155.92	7.14		On and on they flew, up and up, above the clouds, past millions of stars until at last they landed on the		
90	f	155.59	156.75	1.16			moon.	
90	f	156.36	157.51	1.15		moon.		
90	f	157.155	158.075	0.92				page 9
90	f	157.755	165.275	7.52		There's nobody around here, said Baby Bear. There are no trees, said the owl. It's kind of boring, said Baby Bear.		
90	f	165.445	169.315	3.87		So if they're not having a good time, where do you think they might go back to?		
90	f	169.67	171.06	1.39			their house.	
90	f	170.685	177.666	6.981		They might go back to their house. What do you think about a picnic, Baby Bear asked. What a splendid idea. So what are they having?		
90	f	177.666	178.488	0.822		Look at the picture.		
90	f	178.832	180.31	1.478		They're having a?		
90	f	180.58	182.269	1.689			Picnic.	
90	f	181.535	183.479	1.944		Picnic. And what are they eating?		
90	f	183.474	184.84	1.366			apples.	
90	f	184.368	185.934	1.566		And?		
90	f	185.428	186.406	0.978			Honey.	
90	f	186.239	187.383	1.144		Honey, Yes.		
90	f	187.383	188.449	1.066		And what else?		
90	f	188.382	189.349	0.967			Cookies.	
90	f	189.298	194.376	5.078		it looks like cookies, yeah. Who else is with him, you see what, the bear and?		
90	f	195.21	196.033	0.823			The owl.	
90	f	195.998	197.41	1.412		And who else is with 'em?		
90	f	197.281	199.226	1.945			The teddy bear.	
90	f	198.297	201.853	3.556		The teddy bear! That's the other friend.		
90	f	200.064	201.108	1.044				page 10
90	f	201.97	214.093	12.123		We'd better go, said Baby Bear. Because my bath must be ready by now. Off they went, down and down. Before he flew away, it was nice to meet you the owl said.		
90	f	214.47	216.092	1.622		the owl's going where?		
90	f	216.154	217.099	0.945			Home.	
90	f	216.848	218.326	1.478		Going to his home.		
90	f	218.687	220.098	1.411		where do owls live?		
90	f	220.544	221.633	1.089			the nest.	
90	f	221.643	223.843	2.2		In the nest. And where does, where's the nest?		
90	f	224.706	226.24	1.534		where do you find a nest?		
90	f	226.314	228.103	1.789		Do you find a nest in the lake?		
90	f	228.197	229.141	0.944			No.	
90	f	229.013	230.274	1.261		where do you find a nest?		
90	f	230.274	231.807	1.533		Where can you find a nest?		
90	f	230.951	232.595	1.644			In trees.	
90	f	232.173	234.206	2.033		In the trees, oh ok.		
90	f	233.789	234.989	1.2				page 11
90	f	235.075	241.83	6.755		Home went Baby Bear - back down the chimney and onto the carpet with a bump!		
90	f	242.547	243.335	0.788				page 12
90	f	243.118	245.885	2.767		Ooh, look at 'em. Look. He's all what?		
90	f	246.501	247.89	1.389			Mess.	
90	f	247.15	249.828	2.678		He's a mess. What's he gonna need to do?		
90	f	249.811	251.9	2.089			Clean up his self.	
90	f	251.477	254.555	3.078		Clean up his self. But how's he gonna do that? He's going to?		
90	f	254.271	256.438	2.167			Get, get a bath.	
90	f	256.009	258.431	2.422		Get a bath. Let's see what the words are telling us.		
90	f	258.431	265.086	6.655		Mrs. Bear gasped *gasp* as she came into the room. How did you get so dirty, she asked.		
90	f	265.246	267.868	2.622		I found a rocket said Baby Bear.		
90	f	268.923	270.379	1.456		Turn the page.		
90	f	270.362	271.473	1.111				page 13
90	f	270.983	281.0	10.017		I found a rocket, said Baby Bear. And then I flew to the moon. Oh my, what will you think of next, said Mrs. Bear.		
90	f	281.998	283.498	1.5		Can you turn the page?		
90	f	285.291	288.736	3.445		The end. Oh, that was a fun story.		
90	f	287.524	288.868	1.344	end fiction			
90	nf	359.407	360.952	1.545	nonfiction start			
90	nf	360.145	361.356	1.211				cover
90	nf	361.461	362.294	0.833		You ready?		
90	nf	362.288	363.377	1.089			yes.	
90	nf	363.376	364.276	0.9		Ok.		
90	nf	364.492	365.981	1.489		Here we go.		
90	nf	365.15	366.494	1.344	experimenter out.			
90	nf	366.145	372.134	5.989		when you look up at the moon by allan fowler. He is the?		
90	nf	372.055	373.377	1.322			Author.	
90	nf	372.793	374.771	1.978		Author. What did he do?		
90	nf	374.337	375.815	1.478			Choose the words.	
90	nf	375.809	380.32	4.511		Write the words. I think he also took a camera and took the?		
90	nf	381.528	382.506	0.978				page one
90	nf	381.861	383.35	1.489			pictures.	
90	nf	382.582	383.504	0.922		pictures.		
90	nf	383.504	386.748	3.244		When you look up at the moon, do you wish you could		
90	nf	386.026	388.282	2.256			No we forgot to say	
90	nf	387.331	388.409	1.078				cover
90	nf	389.714	390.981	1.267			###	
90	nf	390.347	395.347	5.0		What did we forget? When you look up at the moon.		
90	nf	396.118	397.663	1.545			She's the author.	
90	nf	397.645	400.09	2.445		Allan fowler is the author, yes.		
90	nf	400.299	403.554	3.255		And Allan Fowler is the photographer.		
90	nf	403.967	406.056	2.089		Can you say photographer?		
90	nf	406.011	408.722	2.711			Photographer.	
90	nf	408.266	410.955	2.689		Because we have photos, we have photos in this book.		
90	nf	410.985	412.085	1.1				page 1
90	nf	411.39	412.146	0.756		Ok?		
90	nf	412.045	412.59	0.545			Ok.	
90	nf	412.428	415.294	2.866		When you look up at the moon, do you wish you could visit it?		
90	nf	415.594	416.627	1.033			No.	
90	nf	416.599	418.176	1.577				page 2
90	nf	417.431	422.464	5.033		You'd see very tall mountains and a wide, flat plains there.		
90	nf	423.213	424.824	1.611				page 3
90	nf	424.629	430.384	5.755		You would also see big rings called craters. Where do you think the craters are. Where are the big rings at? Where are they?		
90	nf	430.195	431.472	1.277			Right there.	
90	nf	430.799	431.499	0.7		Uh-huh.		
90	nf	431.715	434.36	2.645		There would be small rocks all around you.		
90	nf	434.791	436.057	1.266		If you were where?		
90	nf	436.146	436.99	0.844		On the?		
90	nf	436.868	437.657	0.789			Moon.	
90	nf	437.606	438.717	1.111		On the moon.		
90	nf	438.527	439.616	1.089				page 4
90	nf	438.882	439.56	0.678		Hmm.		
90	nf	439.698	444.31	4.612		Since the moon has no air or water, there are no plants or animals there.		
90	nf	446.935	448.201	1.266				page 5
90	nf	447.412	451.712	4.3		Has anybody ever visited the moon? Do you think anybody's ever w- gone to the moon?		
90	nf	451.841	452.997	1.156			No.	
90	nf	452.588	454.299	1.711		Who's that? What's that?		
90	nf	454.132	457.02	2.888			A a a cow.	
90	nf	456.72	458.598	1.878		A cow. Hmm.		
90	nf	458.39	460.868	2.478			A cow jumped over the moon.	
90	nf	460.529	462.451	1.922		the cow jumps over the moon.		
90	nf	462.545	467.145	4.6		Well guess what - yes - twelve astronauts have been to the moon.		
90	nf	466.478	467.356	0.878			no!	
90	nf	467.35	469.91	2.56		Can I finish reading the words right here? Thank you.		
90	nf	468.533	469.221	0.688			Yeah.	
90	nf	469.91	475.643	5.733		Six American spaceships flew to the moon. So twelve people have visited the moon.		
90	nf	476.041	477.907	1.866		Wow. That's a lot.		
90	nf	477.507	478.818	1.311				page 6
90	nf	478.389	483.211	4.822		The first trip was in nineteen-sixty-nine. That's when NAME was born. 		
90	nf	483.349	486.493	3.144		The last year was in nineteen-seventy-two.		
90	nf	487.187	488.254	1.067				page 8
90	nf	488.514	491.525	3.011		Astronauts wore ### what is he wearing?		
90	nf	491.185	492.385	1.2			Astro-	
90	nf	491.896	493.808	1.912		He's wearing a what?		
90	nf	493.107	495.007	1.9			A astronaut suit.	
90	nf	494.69	495.856	1.166		A spacesuit.		
90	nf	495.856	499.256	3.4		Spacesuits gave astronauts air to breathe		
90	nf	499.722	501.833	2.111		Because the moon does not have any what?		
90	nf	501.91	503.066	1.156			Water.	
90	nf	502.81	503.943	1.133		Or what?		
90	nf	504.276	505.476	1.2			###	
90	nf	505.076	506.542	1.466		No air.		
90	nf	506.52	507.686	1.166				page 9
90	nf	506.646	507.28	0.634			Air.	
90	nf	507.214	516.281	9.067		astronauts could jump higher on the moon than they could on Earth and they came down, let me finish the words, more slowly. It was almost like floating!		
90	nf	516.397	517.797	1.4		Like you float in the water.		
90	nf	517.497	518.441	0.944			Yeah.	
90	nf	518.046	522.758	4.712		When you're on the, when they're on the moon it's almost like they're in the water because they're floating up and down.		
90	nf	522.724	523.679	0.955				page 10
90	nf	523.719	527.108	3.389		From the moon the a- astronauts could see what? What's that?		
90	nf	527.654	529.399	1.745			The Earth.	
90	nf	528.692	531.826	3.134		The Earth. The Earth looked far away.		
90	nf	532.777	533.866	1.089				page 11
90	nf	533.861	538.661	4.8		About every four week the moon travels in what direction?		
90	nf	539.021	540.521	1.5			Around.	
90	nf	540.06	544.871	4.811		Around the Earth. The sun shines on the moon and lights it up.		
90	nf	545.387	548.076	2.689			And the moon was hot!	
90	nf	547.42	551.075	3.655		The moon looks hot but it's it's bright, it's light because of the sun.		
90	nf	551.08	558.069	6.989		That's why you can see it. When you see it it's a bright circle it's called a full moon.		
90	nf	558.031	559.287	1.256				page 13
90	nf	559.436	562.792	3.356		Some nights the moon is a half-moon.		
90	nf	562.969	565.936	2.967		Do you see all the moon or or or part of it?		
90	nf	566.003	568.147	2.144			Aah, a part of it.	
90	nf	567.63	571.452	3.822		A part of the moon. We don't see the full moon on that pa- on that photo.		
90	nf	571.689	572.711	1.022				page 14
90	nf	572.729	575.629	2.9		Other nights the moon is a, what shape is that?		
90	nf	575.664	577.464	1.8			A crescent.	
90	nf	576.93	578.964	2.034		A crescent moon, yeah.		
90	nf	579.069	580.124	1.055				page 15
90	nf	580.114	584.803	4.689		Now that you know more about the moon, would you still like to visit it?		
90	nf	584.669	585.935	1.266			Yes.	
90	nf	585.635	587.668	2.033		Maybe you can someday.		
90	nf	587.672	588.626	0.954	nonfiction end			
92	f	8.869	10.029	1.16	Fiction start			
92	f	9.199	10.059	0.86				Cover
92	f	10.339	11.449	1.11		Oh boy		
92	f	13.374	14.904	1.53			Can you read the title?	
92	f	13.941	14.861	0.92	experimenter out			
92	f	14.299	17.839	3.54		Yeah, aah, sure I'll read the title. Wait, wait, wait, ### it's right here.		
92	f	16.052	16.752	0.7				page 1
92	f	17.738	18.257	0.519				cover
92	f	18.142	20.206	2.064		What next, Baby Bear!		
92	f	20.663	25.763	5.1		Oh my goodness NAME, I am totally shocked.		
92	f	26.022	26.849	0.827		mmkay.		
92	f	27.798	31.253	3.455		Wait a minute, is that junk food they're eating?		
92	f	34.849	37.058	2.209		I see an apple, that's not junk food.		
92	f	37.326	41.608	4.282		And that looks like a jar of honey. There's a little tiny bumble bee.		
92	f	41.947	43.783	1.836		What are those?		
92	f	44.274	45.838	1.564			I don't know.	
92	f	48.744	50.516	1.772		Ok. What next, Baby Bear!		
92	f	50.557	51.339	0.782				page 1
92	f	53.816	57.143	3.327		Can I go to the moon, asked Baby Bear?		
92	f	60.998	62.098	1.1				page 2
92	f	62.299	71.081	8.782		No, it's your bathtime, said Mrs. Bear. Anyway, you'd have to find a rocket first.		
92	f	73.014	74.205	1.191				page 3
92	f	74.464	80.064	5.6		Baby Bear found a rocket in the closet under the stairs.		
92	f	80.636	85.999	5.363		Look. Do you think he found a rocket, like a real, live rocket?		
92	f	87.443	88.37	0.927			No.	
92	f	88.042	88.951	0.909		No?		
92	f	88.414	89.405	0.991				page 4
92	f	89.314	96.26	6.946		He found a space helmet in the kitchen and a pair of space boots by the front door.		
92	f	97.618	98.7	1.082				page 5
92	f	99.536	102.418	2.882		Oh! What's his rocket?		
92	f	103.068	105.986	2.918		What is the rocketship that he found?		
92	f	105.145	106.172	1.027				page 3
92	f	106.788	108.297	1.509			I don't know.	
92	f	107.46	110.242	2.782		You don't know? Look, he found a rocket		
92	f	110.406	111.733	1.327				page 4
92	f	111.442	117.569	6.127		and then he found a helmet in the kitchen and a pair of space boots by the front door.		
92	f	117.526	118.554	1.028				page 5
92	f	118.613	123.431	4.818		He packed his teddy bear and some food for the journey.		
92	f	127.004	127.804	0.8				page 6
92	f	127.866	128.866	1.0		*gasp*		
92	f	131.257	138.233	6.976		*laughing* and took up off, and took off up the chimney.		
92	f	138.851	142.544	3.693		Oh my goodness! What is his rocketship?		
92	f	142.55	144.112	1.562			A box.	
92	f	143.384	145.977	2.593		A box! Look at that.		
92	f	144.826	145.364	0.538				page 7
92	f	146.243	156.077	9.834		What a great rocket, said an owl flying past. Would you care to accompany me to the moon, asked Baby Bear.		
92	f	156.352	159.686	3.334		I would love to, replied the owl.		
92	f	160.123	161.081	0.958		mm-hmm		page 8
92	f	161.796	174.9	13.104		On and on they flew, up and up, above the clouds, past millions of stars until at last they landed on the moon.		
92	f	175.077	176.171	1.094		He's got him like a soda or something, hmm		page 9
92	f	176.387	183.335	6.948		There's nobody around here, said Baby Bear. There are no trees, said the owl.		
92	f	181.548	183.559	2.011			Can I see the front?	
92	f	183.376	184.23	0.854		Yeah.		
92	f	184.157	184.917	0.76				Cover
92	f	189.183	195.735	6.552		There are no trees, said the owl. It's kind of boring said Baby Bear.		
92	f	196.2	199.513	3.313		Why do you think he thinks it's boring?		
92	f	198.845	200.949	2.104			Because it's ###	
92	f	200.709	202.683	1.974		Ok, but we're not done yet.		
92	f	202.683	209.433	6.75		What do you think about a picnic, Baby Bear asked. What a splendid idea, said the owl.		
92	f	210.269	211.415	1.146				page 10
92	f	212.262	222.148	9.886		We'd better go, said Baby Bear. Because my bath must b ready by now. Off they went, down and down.		
92	f	222.574	227.657	5.083		Before he flew away, It was nice to meet you, the owl said.		
92	f	227.931	229.347	1.416		there he goes.		
92	f	228.287	229.621	1.334				page 11
92	f	230.107	237.139	7.032		Home went Baby Bear - back down the chimney and onto the carpet with a bump!		
92	f	237.815	241.295	3.48		Look at that, his box is all dirty.		
92	f	246.296	247.536	1.24				page 12
92	f	246.676	251.671	4.995		*gasp* Mrs. Bear gasped *gasp*, as she came into the room.		
92	f	251.922	258.849	6.927		How did you get so dirty, she asked. I found a rocket, said Baby Bear.		
92	f	258.02	259.155	1.135				page 13
92	f	259.318	268.714	9.396		I found a rocket, said Baby Bear. And then I flew to the moon. Oh my, what will you think of next, said Mrs. Bear.		
92	f	269.764	270.92	1.156		That's the end.		
92	f	276.629	278.546	1.917		What do you think? Did you like it?		
92	f	278.875	281.224	2.349			Alright, go get her that we're done.	
92	f	281.224	282.279	1.055		Are we done?		
92	f	282.068	282.846	0.778			yeah.	
